"Staphylococcal Food Poisoning","Common symptoms of Staphylococcus aureus food poisoning include: a rapid onset which is usually 1–8 hours, nausea, explosive vomiting for up to 24 hours, abdominal cramps/pain, headache, weakness, diarrhea and usually a subnormal body temperature. Symptoms usually start one to six hours after eating and last less than 12 hours. The duration of some cases may take two or more days to fully resolve."
"Lymphocytic choriomeningitis","na"
"SARS","Initial symptoms are flu-like and may include fever, myalgia, lethargy symptoms, cough, sore throat, and other nonspecific symptoms. The only symptom common to all patients appears to be a fever above 38 °C (100 °F). Shortness of breath may occur later. The patient has symptoms as with a cold in the first stage, but later on they resemble influenza."
"Cryptococcosis","Dependent on the infectious syndrome, symptoms include fever, fatigue, chest pain, dry cough, swelling of abdomen, headache, blurred vision and confusion. Symptom onset is often subacute, progressively worsened over several weeks.Detection of cryptococcal antigen (capsular material) by culture of CSF, sputum and urine provides definitive diagnosis. Blood cultures may be positive in heavy infections. India ink of the CSF is a traditional microscopic method of diagnosis, although the sensitivity is poor in early infection, and may miss up to >=20% of patients with culture-positive cryptococcal meningitis. Unusual morphological forms are rarely seen. Cryptococcal antigen from cerebrospinal fluid is the best test for diagnosis of cryptococcal meningitis in terms of sensitivity. Apart from conventional methods of detection like direct microscopy and culture, rapid diagnostic methods to detect cryptococcal antigen by latex agglutination test, lateral flow immunochromatographic assay (LFA), or enzyme immunoassay (EIA). A new cryptococcal antigen LFA was FDA approved in July 2011. Polymerase chain reaction (PCR) has been used on tissue specimens.Cryptococcosis can rarely occur in the non-immunosuppressed people, particularly with Cryptococcus gattii.









































"
"Clostridial myonecrosis","Gas gangrene can cause myonecrosis (muscle tissue death), gas production, and sepsis. Progression to toxemia and shock is often very rapid."
"Whipple's Disease","The most common symptoms are diarrhea, abdominal pain, weight loss, and joint pains. Sometimes, the joint pains occur many years before any digestive tract symptoms develop; they tend to involve the large joints but can occur in any pattern and tend not to damage the joint surface to the point that the joint becomes deformed. Fever and chills occur in a small proportion of people.In its more advanced form, malabsorption (insufficient absorption of nutrients from the diet) leads to wasting and the enlargement of lymph nodes in the abdomen. Neurological symptoms (discussed below) are more common in those with severe abdominal disease. The poor absorption of fat means that many develop steatorrhea (fatty, offensive stool). Depletion of albumin, a blood protein, causes peripheral edema.Darkening of the skin occurs in almost half; some also have skin nodules. Various eye problems, such as uveitis, may occur; this is typically associated with deteriorating vision and pain in the affected eye. Endocarditis (infection of the heart valve) has been reported in a small number of cases, sometimes in people with no other symptoms of Whipple's disease; this is typically noticed as breathlessness and leg swelling due to fluid accumulation as the heart is unable to pump fluid through the body.10–40% of people with Whipple's disease have problems related to involvement of the brain; the symptoms relate to the part of the brain that is affected. The most common problems are dementia, memory loss, confusion, and decreased level of consciousness. Eye movement disturbances and myorhythmia (rapidly repetitive movements of the muscles) of the face, together referred to as oculomasticatory myorhythmia, are highly characteristic for Whipple's disease. Weakness and poor coordination of part of the body, headaches, seizures, as well as a number of more uncommon neurological features, are present in some cases."
"Human Herpesvirus 6 infection","The classical presentation of primary HHV-6b infection is as exanthema subitum (ES) or  roseola , featuring a high temperature followed by a rash. However a recent study showed that a rash is not a distinguishing feature of HHV-6 infections, with rates similar to non-HHV-6 infections - 10-20% of febrile children in both groups, in one US study. This study recorded HHV-6 infection rates among children attending the hospital with a fever and found that 15% had HHV-6. HHV-6 infections more frequently presented with high temperatures (over 40C), at a rate of around two thirds compared to less than half in the non-HHV-6 patients. Similarly significant differences were seen in malaise and irritability, and in tympanic membrane inflammation.Most infections occur at an early age. A study conducted in Japan found that, by 13 months of age, almost all children acquire a primary HHV-6 infection.Primary infection in adults tend to be more severe."
"Israeli spotted Fever","na"
"Kawasaki Disease","na"
"Fungal Infection-invasive","na"
"Septicemia-bacterial","In addition to symptoms related to the provoking infection, sepsis is frequently associated with either fever or hypothermia, rapid breathing, elevated heart rate, confusion, and edema. Early signs are elevated heart rate, decreased urination, and elevated blood sugar, while signs of established sepsis are confusion, metabolic acidosis with compensatory respiratory alkalosis (which can manifest as faster breathing), low blood pressure, decreased systemic vascular resistance, higher cardiac output, and dysfunctions of blood coagulation.Sepsis may also lead to a drop in blood pressure, resulting in shock. This may result in light-headedness. Bruising or intense bleeding may also occur."
"Parainfluenza Virus Infection","In the USA it is estimated that there are 5 million children with lower respiratory infections (LRI) each year. Estimates have shown that hPIV-1, hPIV-2 and hPIV-3 have been linked with up to a third of these infections.Upper respiratory infections (URI) are also important in the context of hPIV, however are caused to a lesser extent by the virus. The highest rates of serious HPIV illnesses occur among young children and surveys have shown that about 75% of children aged 5 or older have antibodies to HPIV-1.For infants and young children it has been estimated that ~25% will develop 'clinically significant disease.'Repeated infection throughout the life of the host is not uncommon and symptoms of later breakouts include upper respiratory tract illness, such as cold and a sore throat. The incubation period for all four serotypes is 1 to 7 days. In immunosuppressed people, parainfluenza virus infections can cause severe pneumonia which can be fatal.hPIV-1 and hPIV-2 have been demonstrated to be the principal causative agent behind croup (laryngotracheobronchitis) which is a viral disease of the upper airway and is mainly problematic in children aged 6–48 months of age. Biennial epidemics starting in Autumn are associated with both hPIV-1 and 2 however, hPIV-2 can also have yearly outbreaks. Additionally, HPIV-1 tends to cause biennial outbreaks of croup in the fall. In the United States, large peaks have presently been occurring during odd-numbered years.hPIV-3 has been closely associated with bronchiolitis and pneumonia and principally targets those aged <1 year.hPIV-4 remains infrequently detected. However, it is now believed to be more common than previously thought, but is less likely to cause severe disease. By the age of 10, the majority of children are sero-positive for hPIV-4 infection which may be indicative of a large proportion of asymptomatic or mild infections.Important epidemiological factors that are associated with a higher risk of infection and mortality are those who are immuno-compromised and may be taken ill with more extreme forms of LRI. Associations between hPIV and neurologic disease are known, for example hospitalisation with certain types of hPIV has a strong association with febrile seizures. hPIV-4B has the strongest association (up to 62%) followed by hPIV-3 and 1.hPIV has also been linked with rare cases of virally caused meningitis and Guillain-Barré syndrome.HPIVs are spread person to person by contact with infected secretions through respiratory droplets or contaminated surfaces or objects. Infection can occur when infectious material contacts mucous membranes of the eyes, mouth, or nose, and possibly through the inhalation of droplets generated by a sneeze or cough. HPIVs can remain infectious in airborne droplets for over an hour.Overall, hPIV remains best known for its effects on the respiratory system and this appears to be where the majority of the focus has been upon.The inflammation of the airway is a common attribute of hPIV infection. It is believed to occur due to the large scale up-regulation of inflammatory cytokines. Common cytokines which would be expected to be up-regulated include IFN–α, various other interleukins (IL–2, IL-6) and TNF–α. Various other chemokines and inflammatory proteins are also believed to be associated with the common symptoms of hPIV infection.Recent evidence seems to suggest that viral specific antibodies (IgE) may be responsible for mediating large scale releases of histamine in the trachea which are believed to cause croup. More detail on the pathways and interactions can be found here.The bodies primary defence against hPIV infection remains humoral immunity. This is mainly directed against surface proteins which can be found on the virus. In particular the proteins HN and F prove to be most immunogenic in terms of stimulating the immune system.Recently the importance of the 'cell mediated immune system' has been scrutinised. Reports have shown that those with defective adaptive immune responses are at a higher risk of severe infection."
"Clonorchiasis","na"
"Vaccinia and Cowpox","na"
"Zika","Symptoms are similar to Dengue fever, but are milder in form and usually last four to seven days. Hemorrhagic manifestations have been documented in only one instance, hematospermia (red–brown fluid in ejaculate). Common symptoms include a maculopapular skin rash that starts on the face or trunk before moving to the rest of the body, conjunctivitis, joint pain, low-grade fevers and headache."
"Group C viral fevers","na"
"Onchoceriasis","Adult worms remain in subcutaneous nodules, limiting access to the host's immune system. Microfilariae, in contrast, are able to induce intense inflammatory responses, especially upon their death. Wolbachia species have been found to be endosymbionts of O. volvulus adults and microfilariae, and are thought to be the driving force behind most of O. volvulus morbidity. Dying microfilariae have been recently discovered to release Wolbachia surface protein that activates TLR2 and TLR4, triggering innate immune responses and producing the inflammation and its associated morbidity. The severity of illness is directly proportional to the number of infected microfilariae and the power of the resultant inflammatory response.Skin involvement typically consists of intense itching, swelling, and inflammation. A grading system has been developed to categorize the degree of skin involvement:Acute papular onchodermatitis - scattered pruritic papulesChronic papular onchodermatitis - larger papules, resulting in hyperpigmentationLichenified onchodermatitis - hyperpigmented papules and plaques, with edema Lymphadenopathy, pruritus and common secondary bacterial infectionsSkin atrophy - loss of elasticity, the skin resembles tissue paper, 'lizard skin' appearanceDepigmentation - 'leopard skin' appearance, usually on anterior lower legOcular involvement provides the common name associated with onchocerciasis, river blindness, and may involve any part of the eye from conjunctiva and cornea to uvea and posterior segment, including the retina and optic nerve. The microfilariae migrate to the surface of the cornea. Punctate keratitis occurs in the infected area. This clears up as the inflammation subsides. However, if the infection is chronic, sclerosing keratitis can occur, making the affected area become opaque. Over time, the entire cornea may become opaque, thus leading to blindness. Some evidence suggests the effect on the cornea is caused by an immune response to bacteria present in the worms.. The skin is itchy, with severe rashes permanently damaging patches of skin.The Mazzotti reaction, first described in 1948, is a symptom complex seen in patients after undergoing treatment of onchocerciasis with the medication diethylcarbamazine (DEC). Mazzotti reactions can be life-threatening, and are characterized by fever, urticaria, swollen and tender lymph nodes, tachycardia, hypotension, arthralgias, oedema, and abdominal pain that occur within seven days of treatment of microfilariasis. The phenomenon is so common when DEC is used, this drug is the basis of a skin patch test used to confirm that diagnosis. The drug patch is placed on the skin, and if the patient is infected with O. volvulus microfilaria, localized pruritus and urticaria are seen at the application site.Main article: Nodding diseaseThis is an unusual form of epidemic epilepsy associated with onchocerciasis. This syndrome was first described in Tanzania by L. Jilek-Aall during the 1960s. It occurs most commonly in Uganda and South Sudan.It manifests itself in previously healthy 5-15-year-old children, is often triggered by eating or cold temperatures and is accompanied by cognitive impairment. Seizures occur frequently and may be difficult to control.The electroencephalogram is abnormal but cerebrospinal fluid (CSF) and magnetic resonance imagining (MRI) are normal or show non specific changes. If there are abnormalities on the MRI they are usually present in the hippocampus. Polymerase chain reaction testing of the CSF does not show the presence of the parasite."
"Trypanosomiasis-African","African trypanosomiasis symptoms occur in two stages. The first stage, known as the haemolymphatic phase, is characterized by fever, headaches, joint pains, and itching. Fever is intermittent, with attacks lasting from a day to a week, separated by intervals of a few days to a month or longer. Invasion of the circulatory and lymphatic systems by the parasites is associated with severe swelling of lymph nodes, often to tremendous sizes. Winterbottom's sign, the tell-tale swollen lymph nodes along the back of the neck, may appear. Occasionally, a red sore called a chancre will develop at the location of the tsetse fly bite. If left untreated, the disease overcomes the host's defenses and can cause more extensive damage, broadening symptoms to include anemia, endocrine, cardiac, and kidney dysfunctions. The second, neurological phase, begins when the parasite invades the central nervous system by passing through the blood–brain barrier. Disruption of the sleep cycle is a leading symptom of this stage and is the one that gave the disease the name 'sleeping sickness.' Infected individuals experience a disorganized and fragmented 24-hour rhythm of the sleep-wake cycle, resulting in daytime sleep episodes and nighttime periods of wakefulness. Other neurological symptoms include confusion, tremor, general muscle weakness, hemiparesis and paralysis of a limb. Parkinson-like movements might arise due to non-specific movement disorders and speech disorders. Individuals may also exhibit psychiatric symptoms such as irritability, psychotic reactions, aggressive behaviour, or apathy which can sometimes dominate the clinical diagnosis. Without treatment, the disease is invariably fatal, with progressive mental deterioration leading to coma, systemic organ failure, and death. An untreated infection with T.b. rhodesiense will cause death within months whereas an untreated infection with T.b. gambiense will cause death after several years. Damage caused in the neurological phase is irreversible.Tryptophol is a chemical compound that induces sleep in humans. It is produced by the trypanosomal parasite in sleeping sickness."
"Cytomegalovirus Infection","na"
"Cercarial dermatitis","na"
"Sarcocytosis","Infection with this parasite is known as sarcosporidiosis. Because of initial confusion over the taxonomy of this parasite it was originally referred to as Isospora hominis. The older literature may refer to this organism.Human infection is considered rare with less than one hundred published cases of invasive disease (approximately 46 cases reported by 1990). These figure represent a gross underestimate of the human burden of disease.The extremes of age reported to date are a 26-day-old infant and a 75-year-old man. Infectons have been reported from Africa, Europe (Germany, Spain and Poland), the United States (California), Central and South America, China, India, Tibet, Malaysia and Southeast Asia.Stool examinations in Thai laborers showed that sarcocystis infection had a prevalence of ~23%. Virtually all cases appeared to be asymptomatic which probably explains the lack of recognition. A study of 100 human tongues obtained at post mortum in Malaya revealed an infection rate of 21%. There was no sex difference and the age range was 16 to 57 years (mean 37.7 years).The first report of human infection was by Lindemannl in 1868. Although several additional reports were subsequently published, these early descriptions were not considered definitive. The first generally agreed definitive description of this disease was published in 1894 by Baraban and Saint-Remy. This species was named by Rivolta after Lindemannl in 1898.The invasive forms were considered to belong to a single species - S. lindemanni - and the intestinal form due to S. hominis (from undercooked beef) or S. suihominis (from undercooked pork). The description of S. lindemanni has since been considered to be unsatisfactory and has been declared a nomem nudum (a name without a recognised species). Two species currently considered to be capable of causing human infection: S. bovihominis (S. hominis) and S. suihominis.Infection occurs when undercooked meat is ingested. The incubation period is 9–39 days. Human outbreaks have occurred in Europe. Rats are a known carrier.It has been suggested that contaminated water may be able to cause infection but this presently remains a theoretical possibility.The pathology is of two types: a rare invasive form with vasculitis and myositis and an intestinal form that presents with nausea, abdominal pain, and diarrhea. While normally mild and lasting under 48 hours, the intestinal form may occasionally be severe or even life threatening. The invasive form may involve a wide variety of tissues including lymph nodes, muscles and the larynx.In volunteer studies with infected beef symptoms appeared 3–6 hours after eating. These included anorexia, nausea, abdominal pain, distension, diarrhea, vomiting, dyspnoea and tachycardia. All symptoms were transient and lasted about 36 hours. In a second series symptoms - abdominal pain, distension, watery diarrhea and eosinophilia - appeared at 1 week and resolved after 3 weeks.Clinical cases have been associated with acute fever, myalgias, bronchospasm, pruritic rashes, lymphadenopathy, subcutaneous nodules associated with eosinophilia, elevated erythrocyte sedimentation rate and elevated creatinine kinase levels. Symptoms may last as long as five years. Segmental necrotizing enteritis has been reported on one occasion.Definitive diagnosis by biopsy of an infected muscle. Sarcocysts are identifiable with hematoxylin and eosin. The PAS stain may be helpful but variable uptake of stain is common. Along with the sarcocysts inflammatory cells may be found. Other findings include myositis, myonecrosis, perivascular and interstitial inflammation, vasculitis and eosinophilic myositis.Because infection is rarely symptomatic, treatment is rarely required. There have been no published trials so treatment remains empirical. Agents that have been used include albendazole, metronidazole and cotrimoxazole for myositis. Corticosteroids have also been used for symptomatic relief.Amprolium and salinomycin was effective in preventing severe illness and death in experimentally infected calves and lambs. These agents have not been tried in humans to date.Infection can be prevented by cooking the meat before eating. Alternatively freezing the meat at -5C for several days before ingestion will kill the sporocysts."
"Toxoplasmosis","Infection has two stages:During acute toxoplasmosis, symptoms are often influenza-like: swollen lymph nodes, or muscle aches and pains that last for a month or more. Rarely will a human with a fully functioning immune system develop severe symptoms following infection. Young children and immunocompromised people, such as those with HIV/AIDS, those taking certain types of chemotherapy, or those who have recently received an organ transplant, may develop severe toxoplasmosis. This can cause damage to the brain (encephalitis) or the eyes (necrotizing retinochoroiditis). Infants infected via placental transmission may be born with either of these problems, or with nasal malformations, although these complications are rare in newborns. The toxoplasmic trophozoites causing acute toxoplasmosis are referred to as Tachyzoites, and are typically found in bodily fluids.Swollen lymph nodes are commonly found in the neck or under the chin, followed by the axillae (armpits) and the groin. Swelling may occur at different times after the initial infection, persist, and/or recur for various times independently of antiparasitic treatment. It is usually found at single sites in adults, but in children, multiple sites may be more common. Enlarged lymph nodes will resolve within one to two months in 60% of cases. However, a quarter of those affected take two to four months to return to normal, and 8% take four to six months. A substantial number (6%) do not return to normal until much later.It is easy for a host to become infected with Toxoplasma gondii and develop toxoplasmosis without knowing it. In most immunocompetent people, the infection enters a latent phase, during which only bradyzoites are present, forming cysts in nervous and muscle tissue. Most infants who are infected while in the womb have no symptoms at birth, but may develop symptoms later in life.While rare, skin lesions may occur in the acquired form of the disease, including roseola and erythema multiforme-like eruptions, prurigo-like nodules, urticaria, and maculopapular lesions. Newborns may have punctate macules, ecchymoses, or “blueberry muffin” lesions. Diagnosis of cutaneous toxoplasmosis is based on the tachyzoite form of T. gondii being found in the epidermis. It is found in all levels of the epidermis, is about 6 μm by 2 μm and bow-shaped, with the nucleus being one-third of its size. It can be identified by electron microscopy or by Giemsa staining tissue where the cytoplasm shows blue, the nucleus red."
"Bunyaviridae infections-misc","na"
"Wesselsbron","na"
"Endocarditis -infectious","Fever occurs in 97% of people; malaise and endurance fatigue in 90% of people.A new or changing heart murmur, weight loss, and coughing occurs in 35% of people.Vascular phenomena: septic embolism (causing thromboembolic problems such as stroke in the parietal lobe of the brain or gangrene of fingers), Janeway lesions (painless hemorrhagic cutaneous lesions on the palms and soles), intracranial hemorrhage, conjunctival hemorrhage, splinter hemorrhages, renal infarcts, and splenic infarcts.Immunologic phenomena: Glomerulonephritis which allows for blood and albumin to enter the urine,Osler's nodes (painful subcutaneous lesions in the distal fingers), Roth's spots on the retina, positive serum rheumatoid factorOther signs may include; night sweats, rigors, anemia, splenomegalyA common mnemonic for the signs and symptoms of endocarditis is FROM JANE:FeverRoth's spotsOsler's nodesMurmurJaneway lesionsAnemiaNail hemorrhage (splinter hemorrhages)Emboli"
"Baylisascariasis","na"
"Paracoccidioidomycosis","Paracoccidioidomycosis is a systemic mycosis caused by the dimorphic fungus Paracoccidioides. It frequently involves mucous membranes, lymph nodes, bone and lungs. Unlike other systemic mycoses, it can cause disease in immunocompetent hosts, although immunosuppression increases the aggressiveness of the fungus. Also uniquely, it rarely causes disease in fertile-age women, probably due to a protective effect of estradiol.Primary infection is thought to be autolimited and almost asymptomatic as histoplasmosis or coccidioidomycosis (Valley Fever). In young people, there is a progressive form of the disease (akin of tuberculous septicemia in tuberculous priminfection) with high prostrating fever, generalized lymphadenopathy and pulmonary involvement with milliary lesions. This juvenile form has a more severe prognosis even with treatment. The most common form is the so-called adult form of paracoccidioidomycosis that is almost certainly a reactivation of the disease.Painful lesions with a violaceous hue in lips and oral mucosa are common as is cervical lymphadenitis teeming with polygemulating yeasts in the biopsy. In this form, differential diagnosis must be made with mucocutaneous leishmaniasis, yaws and TB.Pulmonary involvement is also common, it starts as lobar pneumonia or pleurisy but without remission at ninth day; the patient remains febrile, coughs, loses weight and the X rays reveal milliary shadows throughout lung fields. Other organs can be involved, like bones, meninges, arteries and spleen but this is very rare.Diagnosis is made with a biopsy of affected tissue, this shows the characteristic helm-shaped yeasts and culture shows the agent. Serology is also used in endemic areas."
"Colorado Tick Fever","Colorado tick fever is acquired by tick bite. There is no evidence of natural person-to-person transmission. However, rare cases of transmission from blood transfusions have been reported. The virus which causes Colorado tick fever may stay in the blood for as long as four months after onset of the illness.First signs or symptoms can occur about three to six days after the initial tick bite, although it can have incubation periods of up to 20 days. Patients usually experience a two-staged fever and illness which can continue for three days, diminish, and then return for another episode of one to three days. The virus has the ability to live in the blood stream for up to 120 days; therefore coming in contact without proper precautions and the donation of blood are prohibited.Initial symptoms include fever, chills, headaches, pain behind the eyes, light sensitivity, muscle pain, generalized malaise, abdominal pain, nausea, and vomiting, as well as a flat or pimply rash. During the second phase of the virus, a high fever can return with an increase in symptoms. CTF can be very severe in cases involving children and have even required hospitalization. Complications with this disease have included aseptic meningitis, encephalitis, and hemorrhagic fever, but these are rare.CTF is seasonal, mostly occurring in the Rocky Mountain region of the United States and usually in altitudes from 4,000 to 10,000 feet. Patients with CTF are mostly campers and young males, who most likely have been bitten because of their occupational activities."
"Queensland Tick Typhus","na"
"Enterovirus Infection","na"
"Trichuriasis","Light infestations are frequently asymptomatic (have no symptoms).Heavier infestations, especially in small children, can present gastrointestinal problems including abdominal pain and distention, bloody or mucus-filled diarrhea, and tenesmus (feeling of incomplete defecation, generally accompanied by involuntary straining). While damage may be done to the GI tissue and appendicitis may be brought on (by damage and edema of the adjacent lumen) if there are large numbers of worms or larvae present, it has been suggested that the embedding of the worms into the ileo-cecal region may also make the host susceptible to bacterial infection. Severe infection may also present with rectal prolapse, although this is typically seen only in heavy infections of small children. High numbers of embedded worms in the rectum cause edema, which causes the rectal prolapse. The prolapsed, inflamed and edematous rectal tissue may even show visible worms.Growth retardation, weight loss, nutritional deficiencies, and anemia (due to long-standing blood loss) are also characteristic of infection, and these symptoms are more prevalent and severe in children. Does NOT commonly cause eosinophilia.Coinfection of Trichuris trichiura with other parasites is common and with larger worm burdens can cause both exacerbation of dangerous trichuriasis symptoms such as massive gastrointestinal bleeding (shown to be especially dramatic with coinfection with Salmonella typhi) and exacerbation of symptoms and pathogenesis of the other parasitic infection (as is typical with coinfection with Schistosoma mansoni, in which higher worm burden and liver egg burden is common). Parasitic coinfection with HIV/AIDS, tuberculosis, and malaria is also common, especially in Sub-saharan Africa, and helminth codinfection adversely affects the natural history and progression of HIV/AIDS, tuberculosis, and malaria and can increase clinical malaria severity. In a study performed in Senegal, infections of soil-transmitted helminths like Trichuris trichiura (as well as schistosome infections independently) showed enhanced risk and increased incidence of malaria."
"Common Cold","The typical symptoms of a cold include cough, runny nose, nasal congestion and a sore throat, sometimes accompanied by muscle ache, fatigue, headache, and loss of appetite. A sore throat is present in about 40% of the cases and a cough in about 50%, while muscle ache occurs in about half. In adults, a fever is generally not present but it is common in infants and young children. The cough is usually mild compared to that accompanying influenza. While a cough and a fever indicate a higher likelihood of influenza in adults, a great deal of similarity exists between these two conditions. A number of the viruses that cause the common cold may also result in asymptomatic infections. The color of the sputum or nasal secretion may vary from clear to yellow to green and does not indicate the class of agent causing the infection.A cold usually begins with fatigue, a feeling of being chilled, sneezing and a headache, followed in a couple of days by a runny nose and cough. Symptoms may begin within 16 hours of exposure and typically peak two to four days after onset. They usually resolve in seven to ten days but some can last for up to three weeks. The average duration of cough is 18 days and in some cases people develop a post-viral cough which can linger after the infection is gone. In children, the cough lasts for more than ten days in 35–40% of the cases and continues for more than 25 days in 10%."
"Zygomycosis","na"
"Capillariasis-intestinal","Symptoms in infested humans include watery diarrhea, abdominal pain, edema, weight loss, borborygmus (stomach growling), and depressed levels of potassium and albumin in the blood. In humans, the parasites damage the cells of the intestinal wall. This damage interferes with the absorption of nutrients and the maintenance of a proper electrolyte balance. Untreated C. philippinensis infestations are often fatal."
"Lymphogranuloma Venereum","The clinical manifestation of LGV depends on the site of entry of the infectious organism (the sex contact site) and the stage of disease progression.Inoculation at the mucous lining of external sex organs (penis and vagina) can lead to the inguinal syndrome named after the formation of buboes or abscesses in the groin (inguinal) region where draining lymph nodes are located. These signs usually appear by 3 days to a month after exposure.The rectal syndrome arises if the infection takes place via the rectal mucosa (through anal sex) and is mainly characterized by proctocolitis symptoms.The pharyngeal syndrome is rare. It starts after infection of pharyngeal tissue, and buboes in the neck region can occur.LGV may begin as a self-limited painless genital ulcer that occurs at the contact site 3–12 days after infection. Women rarely notice a primary infection because the initial ulceration where the organism penetrates the mucosal layer is often located out of sight, in the vaginal wall. In men fewer than 1/3 of those infected notice the first signs of LGV. This primary stage heals in a few days. Erythema nodosum occurs in 10% of cases.The secondary stage most often occurs 10–30 days later, but can present up to six months later. The infection spreads to the lymph nodes through lymphatic drainage pathways. The most frequent presenting clinical manifestation of LGV among males whose primary exposure was genital is unilateral (in 2/3 of cases) lymphadenitis and lymphangitis, often with tender inguinal and/or femoral lymphadenopathy because of the drainage pathway for their likely infected areas. Lymphangitis of the dorsal penis may also occur and resembles a string or cord. If the route was anal sex the infected person may experience lymphadenitis and lymphangitis noted above. They may instead develop proctitis, inflammation limited to the rectum (the distal 10–12 cm) that may be associated with anorectal pain, tenesmus, and rectal discharge, or proctocolitis, inflammation of the colonic mucosa extending to 12 cm above the anus and associated with symptoms of proctitis plus diarrhea or abdominal cramps.In addition, symptoms may include inflammatory involvement of the perirectal or perianal lymphatic tissues. In females, cervicitis, perimetritis, or salpingitis may occur as well as lymphangitis and lymphadenitis in deeper nodes. Because of lymphatic drainage pathways, some patients develop an abdominal mass which seldom suppurates, and 20–30% develop inguinal lymphadenopathy. Systemic signs which can appear include fever, decreased appetite, and malaise. Diagnosis is more difficult in women and men who have sex with men (MSM) who may not have the inguinal symptoms.Over the course of the disease, lymph nodes enlarge, as may occur in any infection of the same areas as well. Enlarged nodes are called buboes. Buboes are commonly painful. Nodes commonly become inflamed, thinning and fixation of the overlying skin. These changes may progress to necrosis, fluctuant and suppurative lymph nodes, abscesses, fistulas, strictures, and sinus tracts. During the infection and when it subsides and healing takes place, fibrosis may occur. This can result in varying degrees of lymphatic obstruction, chronic edema, and strictures. These late stages characterised by fibrosis and edema are also known as the third stage of LGV and are mainly permanent."
"Fascioliasis","The course of fasciolosis in humans has 4 main phases:Incubation phase: from the ingestion of metacercariae to the appearance of the first symptoms; time period: few days to 3 months; depends on number of ingested metacercariae and immune status of hostInvasive or acute phase: fluke migration up to the bile ducts. This phase is a result of mechanical destruction of the hepatic tissue and the peritoneum by migrating juvenile flukes causing localized and or generalized toxic and allergic reactions. The major symptoms of this phase are:
Fever: usually the first symptom of the disease; 40-42°C
Abdominal pain
Gastrointestinal disturbances: loss of appetite, flatulence, nausea, diarrhoea
Urticaria
Respiratory symptoms (very rare): cough, dyspnoea, chest pain, hemoptysis
Hepatomegaly and splenomegaly
Ascites
Anaemia
Jaundice
Latent phase: This phase can last for months or years. The proportion of asymptomatic subjects in this phase is unknown. They are often discovered during family screening after a patient is diagnosed.Chronic or obstructive phase:This phase may develop months or years after initial infection. Adult flukes in the bile ducts cause inflammation and hyperplasia of the epithelium. The resulting cholangitis and cholecystitis, combined with the large body of the flukes, are sufficient to cause mechanical obstruction of the biliary duct. In this phase, biliary colic, epigastric pain, fatty food intolerance, nausea, jaundice, pruritus, right upper-quadrant abdominal tenderness, etc., are clinical manifestations indistinguishable from cholangitis, cholecystitis and cholelithiasis of other origins. Hepatic enlargement may be associated with an enlarged spleen or ascites. In case of obstruction, the gall bladder is usually enlarged and edematous with thickening of the wall. Fibrous adhesions of the gall bladder to adjacent organs are common. Lithiasis of the bile duct or gall bladder is frequent and the stones are usually small and multiple.Clinical signs of fasciolosis are always closely associated with infectious dose (amount of ingested metacercariae). In sheep, as the most common definitive host, clinical presentation is divided into 4 types:Acute Type I Fasciolosis: infectious dose is more than 5000 ingested metacercariae. Sheep suddenly die without any previous clinical signs. Ascites, abdominal haemorrhage, icterus, pallor of membranes, weakness may be observed in sheep.Acute Type II Fasciolosis: infectious dose is 1000-5000 ingested metacercariae. As above, sheep die but briefly show pallor, loss of condition and ascites.Subacute Fasciolosis: infectious dose is 800-1000 ingested metacercariae. Sheep are lethargic, anemic and may die. Weight loss is dominant feature.Chronic Fasciolosis: infectious dose is 200-800 ingested metacercariae. Asymptomatic or gradual development of bottle jaw and ascites (ventral edema), emaciation, weight loss.In blood, anemia, hypoalbuminemia, and eosinophilia may be observed in all types of fasciolosis. Elevation of liver enzyme activities, such a glutamate dehydrogenase (GLDH), gamma-glutamyl transferase (GGT), and lactate dehydrogenase (LDH), is detected in subacute or chronic fasciolosis from 12-15 week after ingestion of metacercariae. Economical effect of fasciolosis in sheep consists in sudden deaths of animals as well as in reduction of weight gain and wool production. In goats and cattle, the clinical manifestation is similar to sheep. However, acquired resistance to F. hepatica infection is well known in adult cattle. Calves are susceptible to disease but in excess of 1000 metacercariae are usually required to cause clinical fasciolosis. In this case the disease is similar to sheep and is characterized by weight loss, anemia, hypoalbuminemia and (after infection with 10,000 metacercariae) death. Importance of cattle fasciolosis consist in economic losses caused by condemnation of livers at slaughter and production losses especially due to reduced weight gain.In sheep and sometimes cattle, the damaged liver tissue may become infected by the Clostridium bacteria C. novyi type B. The bacteria will release toxins into the bloodstream resulting in what is known as black disease. There is no cure and death follows quickly. As C. novyi is common in the environment, black disease is found wherever populations of liver flukes and sheep overlap."
"Pogosta Disease","na"
